表内序号,五要素,表名,中文表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
24,人员要素,GZDX_JGDXXX,监管对象信息,HKSZDXZDM,户口所在地详址代码,NUMBER,,,,,,
25,人员要素,GZDX_JGDXXX,监管对象信息,HKSZDXZMC,户口所在地详址名称,VARCHAR2,40,DE00075,户口所在地详址地址名称,HKSZDXZDZMC,字符型（string）,c..100
26,人员要素,GZDX_JGDXXX,监管对象信息,HKSZDQDZ,户口所在地全地址,VARCHAR2,60,DE00075,户口所在地地址名称,HKSZDDZMC,字符型（string）,c..100
27,人员要素,GZDX_JGDXXX,监管对象信息,HKSZDGBID,户口所在地根表ID,VARCHAR2,20,,,,,
28,人员要素,GZDX_JGDXXX,监管对象信息,XZDZXZQH,现住地址行政区划,VARCHAR2,6,DE00070,现住址行政区划代码,XZZXZQHDM,字符型（string）,c6
29,人员要素,GZDX_JGDXXX,监管对象信息,XZDZJLXDM,现住地址街楼巷代码,VARCHAR2,40,,,,,
30,人员要素,GZDX_JGDXXX,监管对象信息,XZDZJLXMC,现住地址街楼巷名称,VARCHAR2,40,DE00075,现住地址街楼巷地址名称,XZDZJLXDZMC,字符型（string）,c..100
31,人员要素,GZDX_JGDXXX,监管对象信息,XZDZMLPDM,现住地址门楼牌代码,VARCHAR2,40,,,,,
32,人员要素,GZDX_JGDXXX,监管对象信息,XZDZMLPMC,现住地址门楼牌名称,VARCHAR2,40,DE00075,现住地址门楼牌地址名称,XZDZMLPDZMC,字符型（string）,c..100
33,人员要素,GZDX_JGDXXX,监管对象信息,XZDZXZDM,现住地址详址代码,NUMBER,,,,,,
34,人员要素,GZDX_JGDXXX,监管对象信息,XZDZXZMC,现住地址详址名称,VARCHAR2,40,DE00075,现住地址详址地址名称,XZDZXZDZMC,字符型（string）,c..100
36,人员要素,GZDX_JGDXXX,监管对象信息,XZDZGBID,现住地址根表ID,VARCHAR2,20,,,,,
37,人员要素,GZDX_JGDXXX,监管对象信息,LXFS,联系方式,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
38,人员要素,GZDX_JGDXXX,监管对象信息,AJLB,案件类别,VARCHAR2,10,DE00093,案件类别代码,AJLBDM,字符型（string）,c6
39,人员要素,GZDX_JGDXXX,监管对象信息,GLLB,管理类别,VARCHAR2,10,,,,,
40,人员要素,GZDX_JGDXXX,监管对象信息,GLFF,管理方法,VARCHAR2,10,,,,,
41,人员要素,GZDX_JGDXXX,监管对象信息,JGLY,监管来源,VARCHAR2,10,,,,,
42,人员要素,GZDX_JGDXXX,监管对象信息,BABM,办案部门,VARCHAR2,16,,,,,
43,人员要素,GZDX_JGDXXX,监管对象信息,CGRQ,撤管日期,VARCHAR2,19,DE00101,撤管日期,CGRQ,日期型（date）,d8（YYYYMMDD）
44,人员要素,GZDX_JGDXXX,监管对象信息,CGLY,撤管理由,VARCHAR2,500,,,,,
45,人员要素,GZDX_JGDXXX,监管对象信息,CGSSR,撤管送审人,VARCHAR2,15,DE00002,撤管送审人姓名,CGSSRXM,字符型（string）,c..50
46,人员要素,GZDX_JGDXXX,监管对象信息,CGPZR,撤管批准人,VARCHAR2,15,DE00002,撤管批准人姓名,CGPZRXM,字符型（string）,c..50
47,人员要素,GZDX_JGDXXX,监管对象信息,BZ,备注,VARCHAR2,250,,,,,
48,人员要素,GZDX_JGDXXX,监管对象信息,XT_ZRQ,责任区,VARCHAR2,20,,,,,
49,人员要素,GZDX_JGDXXX,监管对象信息,XT_ZRQMC,责任区名称,VARCHAR2,40,,,,,
50,人员要素,GZDX_JGDXXX,监管对象信息,XT_GLDWID,管理单位ID,VARCHAR2,12,,,,,
51,人员要素,GZDX_JGDXXX,监管对象信息,XT_GLDWMC,管理单位名称,VARCHAR2,40,DE00065,管理单位名称,GLDWMC,字符型（string）,c..100
52,人员要素,GZDX_JGDXXX,监管对象信息,XT_SJBMID,上级部门ID,VARCHAR2,20,,,,,
53,人员要素,GZDX_JGDXXX,监管对象信息,XT_SJBMMC,上级部门名称,VARCHAR2,40,DE00065,上级单位名称,SJDWMC,字符型（string）,c..100
54,人员要素,GZDX_JGDXXX,监管对象信息,XT_JGDM,机构代码,VARCHAR2,20,DE00060,公安机关机构代码,JGDM,字符型（string）,c12
55,人员要素,GZDX_JGDXXX,监管对象信息,XT_JGMC,机构名称,VARCHAR2,40,,,,,
56,人员要素,GZDX_JGDXXX,监管对象信息,XT_CZSJ,操作时间,VARCHAR2,19,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
57,人员要素,GZDX_JGDXXX,监管对象信息,XT_CZRID,操作人ID,VARCHAR2,18,,,,,
58,人员要素,GZDX_JGDXXX,监管对象信息,XT_CZRXM,操作人姓名,VARCHAR2,15,DE00002,操作人姓名,CZRXM,字符型（string）,c..50
59,人员要素,GZDX_JGDXXX,监管对象信息,XT_CZIP,操作IP,VARCHAR2,30,,,,,
60,人员要素,GZDX_JGDXXX,监管对象信息,XT_ZHXGSJ,最后修改时间,VARCHAR2,19,DE00554,最后修改时间,ZHXGSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
61,人员要素,GZDX_JGDXXX,监管对象信息,XT_KXGBZ,可修改标志,VARCHAR2,1,,,,,
62,人员要素,GZDX_JGDXXX,监管对象信息,XT_LCZT,流程状态,VARCHAR2,1,,,,,
63,人员要素,GZDX_JGDXXX,监管对象信息,XT_LCSLID,流程实例ID,NUMBER,,,,,,
64,人员要素,GZDX_JGDXXX,监管对象信息,YJSPR,一级审批人,VARCHAR2,15,DE00002,一级审批人姓名,YJSPRXM,字符型（string）,c..50
65,人员要素,GZDX_JGDXXX,监管对象信息,YJSPYJ,一级审批意见,VARCHAR2,50,,,,,
66,人员要素,GZDX_JGDXXX,监管对象信息,YJSPSJ,一级审批时间,VARCHAR2,19,DE00554,一级审批日期时间,YJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
67,人员要素,GZDX_JGDXXX,监管对象信息,EJSPR,二级审批人,VARCHAR2,15,DE00002,二级审批人姓名,EJSPRXM,字符型（string）,c..50
68,人员要素,GZDX_JGDXXX,监管对象信息,EJSPYJ,二级审批意见,VARCHAR2,50,,,,,
69,人员要素,GZDX_JGDXXX,监管对象信息,EJSPSJ,二级审批时间,VARCHAR2,19,DE00554,二级审批日期时间,EJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
70,人员要素,GZDX_JGDXXX,监管对象信息,SJSPR,三级审批人,VARCHAR2,15,DE00002,三级审批人姓名,SJSPRXM,字符型（string）,c..50
71,人员要素,GZDX_JGDXXX,监管对象信息,SJSPYJ,三级审批意见,VARCHAR2,50,,,,,
72,人员要素,GZDX_JGDXXX,监管对象信息,SJSPSJ,三级审批时间,VARCHAR2,19,DE00554,三级审批日期时间,SJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
73,人员要素,GZDX_JGDXXX,监管对象信息,SIJSPR,四级审批人,VARCHAR2,15,DE00002,四级审批人姓名,SIJSPRXM,字符型（string）,c..50
74,人员要素,GZDX_JGDXXX,监管对象信息,SIJSPYJ,四级审批意见,VARCHAR2,50,,,,,
75,人员要素,GZDX_JGDXXX,监管对象信息,SIJSPSJ,四级审批时间,VARCHAR2,19,DE00554,四级审批日期时间,SIJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
76,人员要素,GZDX_JGDXXX,监管对象信息,WJSPR,五级审批人,VARCHAR2,15,DE00002,五级审批人姓名,WJSPRXM,字符型（string）,c..50
77,人员要素,GZDX_JGDXXX,监管对象信息,WJSPYJ,五级审批意见,VARCHAR2,50,,,,,
78,人员要素,GZDX_JGDXXX,监管对象信息,WJSPSJ,五级审批时间,VARCHAR2,19,DE00554,五级审批日期时间,WJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
79,人员要素,GZDX_JGDXXX,监管对象信息,SPJG,审批结果,VARCHAR2,2,,,,,
80,人员要素,GZDX_JGDXXX,监管对象信息,JGJSRQ,监管结束日期,VARCHAR2,19,DE00645,监管截止日期,JGJZRQ,日期型（date）,d8(YYYYMMDD)
81,人员要素,GZDX_JGDXXX,监管对象信息,JGQSRQ,监管起始日期,VARCHAR2,19,DE00644,监管起始日期,JGQSRQ,日期型（date）,d8(YYYYMMDD)
82,人员要素,GZDX_JGDXXX,监管对象信息,JGQX,监管期限,VARCHAR2,20,DE01057,监管期限,JGQX,数值型（numeric）,n..5
83,人员要素,GZDX_JGDXXX,监管对象信息,XT_JH,系统警号,VARCHAR2,30,,,,,
84,人员要素,GZDX_JGDXXX,监管对象信息,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
85,人员要素,GZDX_JGDXXX,监管对象信息,DEP_ACTION_TIME,,DATE,,,,,,
1,人员要素,GZDX_JSBRJBXX,精神病人基本信息,P_ID,精神病人基本信息自编号,NUMBER,,,,,,
2,人员要素,GZDX_JSBRJBXX,精神病人基本信息,ZRQ,责任区代码,VARCHAR2,20,,,,,
3,人员要素,GZDX_JSBRJBXX,精神病人基本信息,ZRQMC,责任区名称,VARCHAR2,40,DE00075,责任区地址名称,ZRQDZMC,字符型（string）,c..100
5,人员要素,GZDX_JSBRJBXX,精神病人基本信息,PCSMC,派出所名称,VARCHAR2,40,DE00075,派出所地址名称,PCSDZMC,字符型（string）,c..100
6,人员要素,GZDX_JSBRJBXX,精神病人基本信息,FXJ,分县局,VARCHAR2,20,DE00060,分县局公安机关机构代码,FXJJGDM,字符型（string）,c12
7,人员要素,GZDX_JSBRJBXX,精神病人基本信息,FXJMC,分县局名称,VARCHAR2,40,DE00075,分县局地址名称,FXJDZMC,字符型（string）,c..100
8,人员要素,GZDX_JSBRJBXX,精神病人基本信息,ZJLX,证件类型,VARCHAR2,3,DE00085,常用证件代码,CYZJDM,字符型（string）,c3
9,人员要素,GZDX_JSBRJBXX,精神病人基本信息,ZJHM,证件号码,VARCHAR2,30,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
10,人员要素,GZDX_JSBRJBXX,精神病人基本信息,RYBH,人员编号,NUMBER,,,,,,
11,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
12,人员要素,GZDX_JSBRJBXX,精神病人基本信息,CSRQ,出生日期,VARCHAR2,19,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
14,人员要素,GZDX_JSBRJBXX,精神病人基本信息,MZ,民族,VARCHAR2,2,DE00011,民族代码,MZDM,字符型（string）,c2
15,人员要素,GZDX_JSBRJBXX,精神病人基本信息,JG,籍贯,VARCHAR2,6,DE00015,籍贯国家/地区代码,JGGJDQDM,字符型（string）,c3
16,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZXZQH,户籍住址行政区划,VARCHAR2,6,DE00070,户籍住址行政区划代码,HJZZQHDM,字符型（string）,c6
17,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZJLXDM,户籍住址街楼巷代码,VARCHAR2,40,,,,,
18,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZJLXMC,户籍住址街楼巷名称,VARCHAR2,40,DE00075,户籍住址街楼巷地址名称,HJZZJLXDZMC,字符型（string）,c..100
19,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZMLPDM,户籍住址门楼牌代码,VARCHAR2,40,,,,,
20,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZMLPMC,户籍住址门楼牌名称,VARCHAR2,40,DE00075,户籍住址门楼牌地址名称,HJZZMLPDZMC,字符型（string）,c..100
21,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZXZDM,户籍住址详址代码,NUMBER,,,,,,
22,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZXZMC,户籍住址详址名称,VARCHAR2,40,DE00075,户籍住址详址地址名称,HJZZXZDZMC,字符型（string）,c..100
23,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZQDZ,户籍住址全地址,VARCHAR2,60,DE00075,户籍住址地址名称,HJZZDZMC,字符型（string）,c..100
24,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZGBID,户籍住址根表ID,VARCHAR2,20,,,,,
25,人员要素,GZDX_JSBRJBXX,精神病人基本信息,HJZZDH,户籍住址电话,VARCHAR2,30,DE00216,户籍住址联系电话,HJZZLXDH,字符型（string）,c..18
27,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZJLXDM,现住址街楼巷代码,VARCHAR2,40,,,,,
28,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZJLXMC,现住址街楼巷名称,VARCHAR2,40,DE00075,现住地址街楼巷地址名称,XZDZJLXDZMC,字符型（string）,c..100
29,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZMLPDM,现住址门楼牌代码,VARCHAR2,40,,,,,
30,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZMLPMC,现住址门楼牌名称,VARCHAR2,40,DE00075,现住地址门楼牌地址名称,XZDZMLPDZMC,字符型（string）,c..100
31,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZXZDM,现住址详址代码,NUMBER,,,,,,
32,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZXZMC,现住址详址名称,VARCHAR2,40,DE00075,现住地址详址地址名称,XZDZXZDZMC,字符型（string）,c..100
17,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDJLXMC,户口所在地街楼巷名称,VARCHAR2,40,DE00075,户口所在地街楼巷地址名称,HKSZDJLXDZMC,字符型（string）,c..100
18,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDMLPDM,户口所在地门楼牌代码,VARCHAR2,40,,,,,
20,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDXZDM,户口所在地详址代码,NUMBER,,,,,,
21,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDXZMC,户口所在地详址名称,VARCHAR2,40,DE00075,户口所在地详址地址名称,HKSZDXZDZMC,字符型（string）,c..100
22,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDQDZ,户口所在地全地址,VARCHAR2,60,DE00075,户口所在地地址名称,HKSZDDZMC,字符型（string）,c..100
23,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,HKSZDGBID,户口所在地根表ID,VARCHAR2,20,,,,,
25,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZJLXDM,现住址街楼巷代码,VARCHAR2,40,,,,,
26,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZJLXMC,现住址街楼巷名称,VARCHAR2,40,DE00075,现住地址街楼巷地址名称,XZDZJLXDZMC,字符型（string）,c..100
28,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZMLPMC,现住址门楼牌名称,VARCHAR2,40,DE00075,现住地址门楼牌地址名称,XZDZMLPDZMC,字符型（string）,c..100
29,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZXZDM,现住址详址代码,NUMBER,,,,,,
30,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZXZMC,现住址详址名称,VARCHAR2,40,DE00075,现住地址详址地址名称,XZDZXZDZMC,字符型（string）,c..100
31,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZQDZ,现住址全地址,VARCHAR2,60,DE00075,现住址地址名称,XZZDZMC,字符型（string）,c..100
32,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XZZGBID,现住址根表ID,VARCHAR2,20,,,,,
34,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,GLRQ,管理日期,VARCHAR2,19,DE00101,管理日期,GLRQ,日期型（date）,d8（YYYYMMDD）
35,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,LXFS,联系方式,VARCHAR2,30,DE00216,联系电话,LXDH,字符型（string）,c..18
36,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,ZPBZ,照片标志,VARCHAR2,1,,,,,
37,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,TBDW,填表单位,VARCHAR2,40,DE00065,填表单位名称,TBDWMC,字符型（string）,c..100
38,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,TBR,填表人,VARCHAR2,15,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
39,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,TBSJ,填表时间,VARCHAR2,19,DE00101,填表日期,TBRQ,日期型（date）,d8（YYYYMMDD）
40,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,BZ,备注,VARCHAR2,250,,,,,
41,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_ZRQ,责任区,VARCHAR2,20,,,,,
42,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_ZRQMC,责任区名称,VARCHAR2,40,,,,,
44,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_GLDWMC,管理单位名称,VARCHAR2,40,DE00065,管理单位名称,GLDWMC,字符型（string）,c..100
45,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_SJBMID,上级部门ID,VARCHAR2,20,,,,,
47,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_JGDM,机构代码,VARCHAR2,20,DE00060,公安机关机构代码,GAJGJGDM,字符型（string）,c12
48,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_JGMC,机构名称,VARCHAR2,40,,,,,
49,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_CZSJ,操作时间,VARCHAR2,19,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
50,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_CZRID,操作人ID,VARCHAR2,18,,,,,
51,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_CZRXM,操作人姓名,VARCHAR2,15,DE00002,操作人姓名,CZRXM,字符型（string）,c..50
53,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_ZHXGSJ,最后修改时间,VARCHAR2,19,DE00554,最后修改时间,ZHXGSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
55,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_LCZT,流程状态,VARCHAR2,1,,,,,
56,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,XT_LCSLID,流程实例ID,NUMBER,,,,,,
57,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
58,人员要素,GZDX_ZYDXJBXX,注意对象基本信息,DEP_ACTION_TIME,,DATE,,,,,,
1,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,XH,制毒物品信息序号,NUMBER,23,,,,,
2,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,AJXH,案件序号,NUMBER,23,DE00092,案件编号,AJBH,字符型（string）,c23
3,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,ZDWPMC,制毒物品名称,VARCHAR2,12,,,,,
4,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,ZDSB,制毒设备,VARCHAR2,300,,,,,
5,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,PP,品牌,VARCHAR2,300,,,,,
6,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,SL,查获制毒物品数量,NUMBER,10,,,,,
7,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,SCDW,生产单位,VARCHAR2,300,DE00065,生产单位名称,SCDWMC,字符型（string）,c..100
8,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,WZPM,伪装品名,VARCHAR2,300,,,,,
9,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,YSCXKZ,生产经营备案证明,NUMBER,1,,,,,
10,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,YYSXKZ,麻黄素运输许可证,NUMBER,1,,,,,
11,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,YSYXKZ,购用证明,NUMBER,1,,,,,
12,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,CZQK,处置情况,VARCHAR2,12,,,,,
13,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPLYD,制毒物品来源地,VARCHAR2,30,DE00070,制毒物品来源地行政区划代码,DPLYDXZQHDM,字符型（string）,c6
14,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPLYDXZ,制毒物品来源地详址,VARCHAR2,150,DE00075,制毒物品来源地地址名称,DPLYDXZDZMC,字符型（string）,c..100
15,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,SXRXM,上线人姓名,VARCHAR2,600,DE00002,上线人姓名,SXRXM,字符型（string）,c..50
16,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,SXRLXXX,上线电话,VARCHAR2,600,DE00216,上线联系电话,SXLXDH,字符型（string）,c..18
17,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPTJD,制毒物品途径地,VARCHAR2,"4,000",,,,,
19,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPQXD,制毒物品去向地,VARCHAR2,30,,,,,
20,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DPQXDXZ,制毒物品去向地详址,VARCHAR2,150,DE00075,制毒物品去向地地址名称,DPQXDDZMC,字符型（string）,c..100
25,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,JBXXBH,基本信息编号,VARCHAR2,21,,,,,
27,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,GYQX,关押期限,VARCHAR2,8,DE01057,关押期限,GYQX,数值型（numeric）,n..5
29,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,RYBJ,"""人员标记(0代表在所1代表出所)""",VARCHAR2,1,,,,,
30,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,BZ,备注,VARCHAR2,"2,000",,,,,
31,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,CLJG,处理结果,VARCHAR2,3,,,,,
32,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,XQ,刑期,VARCHAR2,6,,,,,
33,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,SJC,时间戳,VARCHAR2,14,,,,,
34,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
36,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,BM,别名,VARCHAR2,30,DE00030,别名/绰号,BMCH,字符型（string）,c..50
37,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,BMPY,别名拼音,VARCHAR2,30,DE00003,别名汉语拼音,BMHYPY,字符型（string）,c..150
38,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
39,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,CSRQ,出生日期,VARCHAR2,8,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
40,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,WFFZJL,违法犯罪经历,VARCHAR2,20,,,,,
41,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,AJLB,案件类别,VARCHAR2,34,DE00093,案件类别代码,AJLBDM,字符型（string）,c6
42,人员要素,JG_QSWFFZRYXX,全省违法犯罪人员,JYAQ,简要案情,VARCHAR2,"1,000",,,,,
